Tweet,HateSpeech
dorektorico sng celje proglasil za butaro ki ni prepoznala da gre za provokacijo in se sporazumel za milo kazen,nesovrazni
kronika filmski beg tujega voznika na območju slovenske istre in uničena slovenska marica,nesovrazni
božo regratov solat je dober za libido a kozel ti bo dal moč v moda,nesovrazni
ti si se pa prodal vidim s to podporo šarcu in to najbrž za male pare,sovrazni
navijam za angleze stavu sem pa na hrvate kurc v vsakem primeru sem zmagugremo zdej hrvati,sovrazni
pišuka viš kuk si jih rabu ko jih 20 let nis pogrešu,nesovrazni
dlake jih motijo pa slina pa verjetno tudi pozitivna energija ki jo psi oddajajo,nesovrazni
daj se še potrudi pa najdi lobanje iz taborišč nacizma in fašizma ne bo težko poguglat,nesovrazni
zapelji se na izlet do branika na kras in pri orlu dobiš boljši ovčji sir kot je paški in še za polovico cene,nesovrazni
kaj vse se lepi na ta rknpmusar ranata brunskule in še keberkatapultira pa politika v humanitarni obliki,nesovrazni
venera jap daleč najbolj vidna s prostim očesom podobna a dosti manjša pikica je mars,nesovrazni
hecni ste v tej samozadostni in ozkogledni zaverovanosti take državljane imajo politiki najraje namesto glave radar,sovrazni
res je ampak nekatere kurtizane včasih začnejo misliti da to niso več,sovrazni
dej raj bajadero kafe te bo zavrtelo kot bi te kljunil kalimero,nesovrazni
pravkar sem si odstranila klopa po koliko časa me lahko panika začne grabit če na mestu ugrizavboda rdečica ne izgine,nesovrazni
resnica boli ja ti pa kar pritisni saj te itak težko prenašam,sovrazni
kje smo že takrat igral vem da je našel eno lepo telovadnico nekje izven lj,nesovrazni
živo mejo režem že trikrat šprintal pred osami meterno dost mam več lauflem okol pa krilim z rokami kot režem,nesovrazni
to reče nekdo ki bi bil rad dejavnik je pa gasilec nepričakovanih dogodkov,sovrazni
zibelka demokracije četudi to že dolgo več ni naredili bomo most ki bo še lepši in še starejši,nesovrazni
zadnji teden pred šolo pa se poigrajmo še z nekaj ugankami,nesovrazni
ideja za nedeljski zajtrk d ajurvedske veganske in brezglutenske palačinke jajca in gluten so malce težje,nesovrazni
naučite se nadzorovati svojo impulzivnost in se vedite bolj razumsko,nesovrazni
vcasih se je prešernove nagrajebce prepoznaval po inteligenci danes po idiotizmu in kretenizmu,sovrazni
vidim da so vse max 737 grounded,nesovrazni
tehnične enotertg šifrantismo dobili kvečjemu mavzerice,nesovrazni
unicef v jemnu več kot sedem milijonov otrok ogroža lakota,nesovrazni
pa sej ze samo njegov fb pogledas pa vidis da je tip verski blaznez s katerim je vsaka komunikacija neproduktivna in nesmiselna,sovrazni
ej a ne bi ti preventivno varovalk izklopila ali pa vsaj stikala za luc,nesovrazni
oglaševalci to že vedo tudi drugi mediji praviloma izklapljajo oglase pri novicah iz črne kronike,nesovrazni
milijonski plinski posel še zdaleč ni edina naveza grosupeljske sds z zoranom jankovićem,sovrazni
še večja jeba bi bila če bi imela moža in otroke pa ne bi imela ljubčka,sovrazni
v mariboru so tri kandidatke tako da se nimamo kaj pritoževat in lahko usrane dedce odpikamo,sovrazni
pravkar igram igro biathlon mania pridruži se in me poskusi premagati,nesovrazni
nikoli ni ocenjujemo v skrajnih legah za dobro dg vrednost nistagmusa potrebujemo frentzlova očala,nesovrazni
pa kadar pride domu gre se zmeri k isti frizerki,nesovrazni
lmš sab in smc so liberalne stranke grem malo bruhat,sovrazni
imate pametno masažno kad hekerji vas lahko v njej skuhajo,nesovrazni
preobrazba nekdanjega skladišča na ptuju v šarmantno družinsko hišo,nesovrazni
vreme meja sneženja se bo počasi spuščala,nesovrazni
butast ksiht nesposobnega kretena medtem ko ga masira slak,sovrazni
sam mi smo vsako leto jedli poli salamo pa pili pingo sok ceprav je tovarsica vsako leto opozarjala kaj se zna zgodit,nesovrazni
trump in kim podpisala pomemben dogovor naši politiki pa ene koalicije ne morejo sestaviti,sovrazni
bo eno lubenico stlaču v svoja usta verjem bo boljto mu edino sedeje rdeče,sovrazni
čilenski ibra obnorel nogometno evropo,nesovrazni
prostor hammama orientalska nižjetemperaturna savna z masažo in prhe s svetlobnimi zvočnimi in vodnimi efekti,nesovrazni
en brihtol manj pojest posnetek pogledat pa potem sodit pepel za posipat prinesite sami p,sovrazni
a ne zdravilo arthemender za zdravljenje putike za noneta dragovega očeta,nesovrazni
kolikor jaz vem še ne so bile presajene sem notri nedolgo nazaj,nesovrazni
golico zapoješ potem ko si zadrgneš tisto črno kravato tomaž tisto črno kravato še imate tista bila je res dobra,nesovrazni
briga ga zate ti si za njega sirota njemu so pomembni le znani,sovrazni
dinar ne smrdi nikomur jebeš ideologijo kurbe in alkohol se plačuje z denarjem,sovrazni
če je pa tebe blokiral se lahko močno zamislimo vsi,nesovrazni
zarisati jasno mejo med nami in vami se pogovoriti tudi o konkretnih podrobnostih ter vse zapisati,nesovrazni
tri stvari so pomembne za koliko generacij boste zapufali s slabo strokovnostjo,sovrazni
še en pogoreli pogorelecponoreli ali pogoreli ni razlike press,sovrazni
navadna policija internet policija policija za avto tablice zbiram ideje kaj bo naslednje področje kjer bomo malo policajali,sovrazni
dvoje dejstev ne komuniciram s tabo ampak s psihopatom jegličem nimam se za normalnega ti se imaš,sovrazni
mhh prava rec mene je posledila metallica in ritvitala melanija p,nesovrazni
najprej se poliže čokolada s pene pol sama pena in nato piškot,nesovrazni
nagradna igra ugani kdo je priden in trenira da mu bodo srajce še manj prav čez ramena,nesovrazni
pokvarjenci pokvarjen da vas sram ni mafija,sovrazni
hvala da si dodal radiatorje ker sem se ze malo spraševala kako naj zrak iz mehurja spravim ven,nesovrazni
sorry ampak samo jamranjenič optimizmavedno so drugi krivikako tipičnoče iščeš slabe stvari jih boš našel,sovrazni
relaksacijo je treba previdno dozirat da telo ne doživi prevelikega šoka,nesovrazni
postanite voznik prodajalec žba,nesovrazni
rabim mašin neki mihnega za na majčko prheftat ne laufam s telefonom,nesovrazni
plastika se bolj ali manj reciklira s pvc so težave zaradi klora,nesovrazni
zapufal sem se sam za bajto za kej druzga pa tud pod razno ne posebi ne za nov avtp,nesovrazni
jst pa cist nedolzno hotu vprasat kdo je notranja in kdo zunanja zlicka,nesovrazni
te butli ki so danes v dražgošah so še vedno na nivoju 45ga kot da se niso dejstva o nob spremenila za 360 stopinj,sovrazni
sej grem zdele k se sola zacne vse delat da cimprej zacnem vozt d,nesovrazni
pravkar igram igro biathlon mania pridruži se in me poskusi premagati,nesovrazni
a lahko ta teden kenguruja pripeljem na servis nekam kratko skače zadnje dni,nesovrazni
novost zdaj na voljo tudi bela zapestnica z belo tačko dolžine 20 cm možnost krajšanja 5,nesovrazni
slovensko zdravstvo počasi uničujete vsi ki ste bili do sedaj na oblasti vključno z vami,sovrazni
to so balerinke ki so obnorele modne navdušenke verjeli ali ne izdelane so iz recikliranih plastenk,nesovrazni
polarni vrtinec bo začel v naslednjih dveh tednih slabeti,nesovrazni
no lepo to pomeni da jih lahko pol milijona pošljejo kar nazaj v slovenijo ker tukaj so jih vladni idioti popisali,sovrazni
pregled dogajanja zagoreli odpadki v zaklonišču povožena divjad tatvine in vlom,nesovrazni
jože nepotrebujem živooke,nesovrazni
dedek mraz prinesel veselje v dolino,nesovrazni
prvi hard knocks moment ko umaknes tablico z imenom igralca in das drugo gor jeba je prestopni rok,sovrazni
botra sosedijebeš takega moža ki vse zna popravitienostavno nikoli nimaš nič novega,sovrazni
twitnil po prvem golu trapastem za arg ki ga tudi v cicibanski ligi ne vidis d,sovrazni
vlada rabi podporo ker zdaj res nimajo novih kandidatov za menjavanje ker morajo izvest hude ukrepe penzije migranti,nesovrazni
smo se peljali domov in je v slivnici konkretno zropoto po plehu,nesovrazni
jaz moram te dni posipat z jesenskim zdaj res nisem en cajt gnojil,nesovrazni
mogoče ker so jim z odstrelom zjebali hierarhijo tropa,sovrazni
janša sds so bo ves čas borila proti monopolom pragmatizma tu ne bo uklonila sds se bo ves čas borila na tej fronti,nesovrazni
se ne hudujem nad njo temveč nad samim seboj bil sem pameten kot majska buča no rezultat pameti sem pa napisal,nesovrazni
drži jutri je pa vseh vernih duš dan neverniki in hudobe so v peklu,sovrazni
resno misliš da iskreno verjame v te kretenizme meni se zdi da včasih še njemu gre na smeh zraven,sovrazni
video gasilec je med avti vijugal kot med slalomskimi količki slovenskenovicesi,nesovrazni
naj gre nazaj v drugo ligo za rangers igrat potem se pa čudimo zakaj nam ne gre,sovrazni
cca 300 opranoglavcev in zastonj golaž zdej se pa pejt revolucijo,sovrazni
čefur je čefur ne glede v katero cerkev hodi oziroma sploh ne hodi,sovrazni
za živooke bi bil dober drinking game da pijes vsakic ko in nardita fistbump,nesovrazni
izgleda da si ušel iz psihiatrične ustanove nazadnje ne odgovarjaš za svoja bolna dejanja,sovrazni
če grmi ni hudega če pa strela udari pa ah v vlak ne bo,nesovrazni
ob režimski inscenaciji se izrisujejo 3 nerežimske skupine skupina slabičev in nesposobnežev okoli rkc in njene nsi ki bo volila slabiča,sovrazni
spijeva celo buteljko ampak ni videla da sem ji sproti točila in je bila prepričana da je spila samo en kozarec,nesovrazni
ja in taki imajo največje gobce poleti ko je toplo in vroč asfalt in ko bi se on peljal 150 po avtocesti,sovrazni
da ne boste twittali neumnosti si preberite kaj vse je vaš šef erjavec zašuštral,sovrazni
obstaja sicer en način obnove hrustancav prenos matičnih celic vprašaj na,nesovrazni
ko boste res živeli za vaš program ki je pa zdaj mrtva črka na papirju kar sem žal moram spoznati na lastni koži,sovrazni
ste prepričani da so zgorele in da nisp danes v salonih proleterske avantgarde,sovrazni
sedaj je pravi čas da preizkusite to zares neverjetno uspešno metodo pomagala vam bo,nesovrazni
ob sedmih sem se v kafani režal kot pečen maček mene je sram vsakič ko grem s plastično vrečko domov,nesovrazni
reve vedno napadajo tiste ki delajo dobro anonimni cvikači,sovrazni
ke je pa jj racun v avstraliji butec a bo vrno 400 000 tisoc evri pokradeni,sovrazni
spalna vreča notranja stran volna merino zunanja bombaž lahko jo uporabljamo kot odejo dimenzije 160x200cm,nesovrazni
ko človek preseže 50 let se mu okvari eden bistvenih genov tako da vzljubi goveje vampe govejo muziko in janšo,sovrazni
v bistvu je cirkus s tiri samo preusmerjanje pozornosti stran od cenzurirane ljudske stranke,sovrazni
tudi v tretji slovenski ligi se dosegajo evrogoli video,nesovrazni
mami glede na to kako si urejena imaš v torbici katastrofo komentar tamale ko je v moji torbici iskala polnilec,nesovrazni
seniorske novice prvi slovenski dan možganov terme šmarješke topl,nesovrazni
to pomeni da ni transgenderti si namrec v celoti spremenijo spol mediji nabijajo neumnosti,sovrazni
koliko hrupa bo drugi tir pripeljal v lj se sprasuje toplakova tole so ze prav obupani prijemi kako mobilizirat folk,sovrazni
ob 23h so tisti ki jih uspavata sproščujoča kopel z dodatkom sivke amp skodelica kamiličnega čaja,nesovrazni
foto v prlekiji nastajajo nove polnilnice za električna vozila,nesovrazni
drek je met same celo majhne babe na pikniku od tega ni nič dobrega on čaka,sovrazni
v živo izstrelitev sonde parker proti soncu preložena na jutri dopoldne,nesovrazni
ubogi kreten nihče ni ukradel volitev ne žali inteligence sodržavljanov a se nisi še nič naučil krvavoroki,sovrazni
debeluščka na kanalizaciji bo razneslo od srečeskrajni čas je da ta partijski agitprop dobi novega lastnika,sovrazni
kaos v dikaktorjevi državi vojska zanika vojaški udar,sovrazni
zaradi zastrupitve skripala ruske veleposlanike kličejo na zagovor,nesovrazni
ja logično on je maturiral zgolj iz menjave plenic za odrasle in pravilne anusne higiene,sovrazni
drugič naj še koga na avion naložijo pa priletijo naj z lockheed c5 galaxy,nesovrazni
slovenija nima v vladne prostore so naselili levičarske izbrance lojalne post komunističnemu režimu,sovrazni
ja babica se res zmrduje je pa res da se zmrduje nad vsem zdaj in sproti pozablja,nesovrazni
gibanje marionete sprožijo lutkarjeve roke lutkarjeve roke pa sproži ideja gibanja marionete v tem smislu je tudi lutkar marioneta,nesovrazni
ja pa kaj ste pa mislili kar poješ tudi polulaš pa ne samo antibijotikov tudi hormonov in ostale svinjarije,sovrazni
butli zarukani nič mi ne morete moje besede pa so kot srednjeveški krščanski meč resnice ki razgali vsakega prevaranta,sovrazni
se spomenike jim postavimo tako kot edvardu kardelju vnuke pa bogato nagradimo z materialnimi dobrinami in polozaji v druzbi,sovrazni
voda a katero so pogasili požar je vsebovala penilo ki pa ni nevarno okolje,nesovrazni
delam ponoč tko da če mate kšne eksplozivne viže na plano žnjimi,nesovrazni
še za kvazi novinarja si slabo pismen sodba prosi nekoga da ti lepo počasi prebere sprejeli so odločbo peter ne sodbe,sovrazni
derbi med beltinci in odranci je včeraj na tekmo privabil 750 gledalcev foto,nesovrazni
kera prokleta bedaker jih nihče ne jebe same sebi talajo svetinjce,sovrazni
zakaj če se poškoduješ nisi nezgodno zavarovan preko delodajalca,nesovrazni
jaz bi zanalšč poscal vse pokrove pa naj upravičijo odstranitev pisoarjev tepci pa ti nam krojijo usodo kam gremo mi,sovrazni
sami strokovnjaki za zunanjo politiko in politike eu kajne le čevlje sodi naj kopitar,sovrazni
komunističnem svetu se reče komunističen prav zaradi tega ker ni demokratičen joj kako je zopet orwell imel prav,nesovrazni
to je trenutno najbolj vroče krilo na modni sceni,nesovrazni
bolje da še naprej tožarijo zunaj kot pa da še enkrat doma kolaborirajo,sovrazni
intervju previdno smo izvedli ekskluziven intervju s študentom filozofije ki nam je povedal da ni kaviar komunist raje ima falafel,sovrazni
nigrad ima pa akvarij terarij v mb zavetisce vs akvarij hotel 5 vs taborisce me prime da bi se aktivirala v dobro rib,nesovrazni
če boš hotu komuniste štekatse ti bo prej ko slej zmešalo,sovrazni
pečena cvetača s krompirjem in prekajenim mesom,nesovrazni
odplake od neuvrščenih prikoritu na zeleno mečejo slabo luč,sovrazni
kaj ga je zdej sram prpelat prej b mislu ko prijatelj noce predatavt punce,sovrazni
zaradi takih nismo na ker nabijamo mimo gola jebenti nanule,sovrazni
raje ne gledamtoda da se moški iz sebe norčujejo nismo ženske krive,nesovrazni
sds je naredila toliko napak da bo samo sebe zjebala bo še dobila samo dosti majn,sovrazni
ja verjamem da bi jim najbolj padalo da smo vsi državljani na telekom si,nesovrazni
prezrti prezir 2razrednega državljana glavana butalci prisluhnite tudi vi,nesovrazni
ja na malti ma mularija v šolah tud vsak svojo tablico groza kam smo pršl nič čudnega da je tok neumne mularije tle,sovrazni
prednost mrzlega jutra je da se ti kava takoj ohladi ker jo itak piješ zunaj in jo lahko takoj skonzumiraš,nesovrazni
pridem domov to isto malo dlakavo odbezlja v kuhinjo se usede in dvigne tacko kurc pa take varuske,sovrazni
same puhlice so jih meni tudi ni odgovorila če gre spet z mano v belo krajino,sovrazni
nekaj freudovskega je na tem da pohabljena svinja kurba piše na mestu kjer bi moralo biti ime pošiljatelja,sovrazni
verjetno je v tem kontekstu pomembna informacija da je vojnik psihiatrična bolnišnica ne vem če vsi vedo zato pametujem p,nesovrazni
brat mami sara nardi bols krompir sam ne ve kdaj je pecen in morm skos probavat,nesovrazni
tu ne gre samo za poletno vročino,nesovrazni
super mi pa vse resujemo s povodci se gugalnica je zrihtana s povodci,nesovrazni
vojna se dobiva na fronti ne pa s pobijanjem nosečnic in izdajalskih dojenčkov kot so to počeli partizani,sovrazni
kako preprečiti da ti prispevek iz fursa prisilno ne vzamejo,nesovrazni
torej bi bilo treba obelodanit sodnike ki so delali protipravno in jim jebat mater,sovrazni
bersani le duševno bolan človek bi si želel vladati italiji berlusconi pravi da bo komentiral ko konča seanso pri psihiatru,nesovrazni
sem že hotel rečt ampak gasilec gradbinec mornar in indijanec zamujajo,nesovrazni
saj bo itak vse zastonj ko bodo roboti vse naredili delo bo le opcija ce bi marx to vedel bi se takoj ustrelil,nesovrazni
v tem da se ivan hvali z neplačevanjem naročnine rtv pa tega ne potrjuje torej spet laže,sovrazni
varno je vozit obut v obutev ki ne zdrsuje zagotovo pa ne bos,nesovrazni
nobenega problema ni sodnik je postal neumen šele medtem ko je sodna razprava že potekala,sovrazni
awake intubacija ko sta budna tako zdravnik kot pacient,nesovrazni
jutroooooooo še kdo tako pozitivno razpoložen kot jaz to jutro psssss kava dela čudeže hitro palce gor y,nesovrazni
jaz nisem popolnoma nič zatrjeval brez argumentov idioti brez možganov ste tisti ki nekaj zatrjujete brez vsakršne osnove,sovrazni
tovariš janez če bi bil normalen osamosvojitelj bi se udeležil državne proslave tako pa si ena navadna pička,sovrazni
tiste ki hodijo rojevat v trbovlje ali bržice so v primerjavi z budalami ki rojevajo doma super genialke,sovrazni
sprašujem se eno gradili bi drugi tir železnice na avtocestnem križu pa ne mine dan da ni zastojev in gradbišč,nesovrazni
ni bil vsak partizan komunist tako kot ni bil vsaj vojak wm nacist,nesovrazni
meni je bilo že dovolj ko sem videl kdo je v studiuzopet fopl za butasto rajo,sovrazni
baje se vazelinnarjem in židanusd v sanjah prikazujejo fašisti večini čez dan pa komunisti vzporeden svet v vzgoji prašičev,sovrazni
temu se lahko reče tiho lomastenje tiho zato ker pravoverni mediji molčijo,sovrazni
ziher v angleščink nisem nikoli tako pikra kot v slovenščini,nesovrazni
levaki kot psi zavohajo ko se bojiš in takrat si gotof,sovrazni
popovič je nekje pri postojni zgubil ful enih soglasnikov gledalci prosimo da jih najditelj na hitro na rtv prinese,nesovrazni
kolektor bo 40 dražji ali pa še več aneksi delajo čudeže,nesovrazni
policisti so zanikali informacije da se je zgodilo tudi streljanje,nesovrazni
vojna znotraj nastajajoče koalicije levica strelja proti sd via,nesovrazni
demonstracije dva dni pred volitvami so provokacija to bi že morali priznati,sovrazni
na moških sekretih nad pisoarji imajo pa tole ne vem kaj od tega je bolj debilno,sovrazni
včasih se ti zdi da je človek pošast ker vedno znova pozabi da je pošast,sovrazni
toplotne izolacije zelene strehe fibran nord proizvodnja izolacijskih materialov d o o novo mesto via,nesovrazni
rajši pejdi enga na balkon prižgat ker drugače ti bo pokrovko scvrlo,sovrazni
gasilci in zaposleni v regionalnih centrih za obveščanje celje in z gasilci,nesovrazni
nsi je stranka čudnih zgubljenih politikov ki ne vedo kaj želijo,sovrazni
30000 smo jij kar tako zaposlili v javni upravi da se po riti praskajo,sovrazni
migrante so prijeli v bušincu pri dolenjskih toplicah in na vrheh nad dolžem,nesovrazni
kako je sedaj izpit delati z avtomatik vozilom potem uporaba tempomata in drugih sistemov npr avt luči,nesovrazni
no ja jok in stok ne pomagata janševiki boste pač še enkrat dobili po pički,sovrazni
in potem jamrajo zakaj nimajo ljudi u bufetu pa ugasnjena še hladilnik ugasni,sovrazni
dej gregor ne delaj pajacota iz sedaj si bil normalen,sovrazni
nihče ne pričakuje da bi janša vodil otačbino od tega tao3 slovenijo pa slej ko prej bo,nesovrazni
kar pišite jim naj začnejo delat na desetine jih je plačanih s strani davkoplačevalcev,nesovrazni
koče bo butast narod prišel k pameti in na volitvah nehal podpirati komuniste bo pa drugače,sovrazni
ne samo da smo se navadili zunaj kadit navadili smo se tudi zunaj umakniti stran od mize a vseeno uživati v dejanju,sovrazni
a spet s tem očitno jim ostaja samo pretečena municija,nesovrazni
haha sej tipkovnica ni isto ce naus nobenga najdu te septembra povabim na dirkane ob pivu,nesovrazni
čuj ka ti to te za na štadion rabimo delovni ludje pecikl avto je za kapitaliste na fstajo pa pecikl spljoh,nesovrazni
pa ne me basat kakšna smola spet drži se ilka mi smo s tabo,nesovrazni
britanci vzgojili rastlino ki je istočasno krompir in paradižnik izgovorjava bo v zda še vedno drugačna trdi ameriška stroka,nesovrazni
pomagajmo pri izgradnji kocbekovega doma na korošici via,nesovrazni
al komej vrata so odprte vname se strašni boj ne boj mesarsko klanje,nesovrazni
a tole je orodjeza razbijanje sam vprašam,nesovrazni
vedno znova me preseneti vztrajnost prodajalcev na stantih sredi trgovskih centrov ki sredi leta prodajajo koledarje s strasnim popustom,nesovrazni
blagajna svetovne nogometne zveze se hitro polni z globami,nesovrazni
to je vido onega vietnamca kak šlape zamenja pa jih zaj ne pušča okoli,nesovrazni
tole je pravi spomladanski pušlc živeli,nesovrazni
zaprt izvoz ajdovščina prizadene samo migrante ki se vračajo z dela v novi gorici,nesovrazni
spin se začne pri jeziku na radiu sem slišal da gre za agresivno davčno optimizacijo,nesovrazni
počasi bomo postali normalna država počasi se bomo znebili vas lubadarjev,sovrazni
tega si pa luka trst ne bo privoščila zdraharji bodo definitivno ostali tam kjer so,sovrazni
če bi s slovenijo upravljali državniki ne bi nikoli privolili v prodajo nlb kaj takega lahko naredijo le lokalni politični aparatčiki,sovrazni
ppolitiki v nemčiji so ponoreli upajmo da bodo volivci pametni,sovrazni
udrihat čez migrante in navijat za fuzbal moštvo kjer ni enega slovenca,sovrazni
gromozanski snežni plaz v švici,nesovrazni
komentar na novico socialna trgovina v mariboru dokončno zaprla vrata,nesovrazni
ajme ženo ne mi takih streljat bom zgubil še tisto malo ugleda ki ga imam,sovrazni
paše lenarit po sobotni cesarovi solati po kmetu z imenom cesare in kozarčku refoska kdor kuha jaz ne pospravlja po kosilu,nesovrazni
kam odložite neuporabne pokvarjene ali zastarele elektronske in električne naprave,nesovrazni
