Tweet,HateSpeech
a lahko ta teden kenguruja pripeljem na servis nekam kratko skače zadnje dni,0 ni sporni govor
novost zdaj na voljo tudi bela zapestnica z belo tačko dolžine 20 cm možnost krajšanja 5,0 ni sporni govor
slovensko zdravstvo počasi uničujete vsi ki ste bili do sedaj na oblasti vključno z vami,2 žalitev
to so balerinke ki so obnorele modne navdušenke verjeli ali ne izdelane so iz recikliranih plastenk,0 ni sporni govor
polarni vrtinec bo začel v naslednjih dveh tednih slabeti,0 ni sporni govor
no lepo to pomeni da jih lahko pol milijona pošljejo kar nazaj v slovenijo ker tukaj so jih vladni idioti popisali,2 žalitev
pregled dogajanja zagoreli odpadki v zaklonišču povožena divjad tatvine in vlom,0 ni sporni govor
jože nepotrebujem živooke,0 ni sporni govor
dedek mraz prinesel veselje v dolino,0 ni sporni govor
prvi hard knocks moment ko umaknes tablico z imenom igralca in das drugo gor jeba je prestopni rok,1 nespodobni govor
botra sosedijebeš takega moža ki vse zna popravitienostavno nikoli nimaš nič novega,1 nespodobni govor
twitnil po prvem golu trapastem za arg ki ga tudi v cicibanski ligi ne vidis d,2 žalitev
vlada rabi podporo ker zdaj res nimajo novih kandidatov za menjavanje ker morajo izvest hude ukrepe penzije migranti,0 ni sporni govor
smo se peljali domov in je v slivnici konkretno zropoto po plehu,0 ni sporni govor
jaz moram te dni posipat z jesenskim zdaj res nisem en cajt gnojil,0 ni sporni govor
mogoče ker so jim z odstrelom zjebali hierarhijo tropa,1 nespodobni govor
janša sds so bo ves čas borila proti monopolom pragmatizma tu ne bo uklonila sds se bo ves čas borila na tej fronti,0 ni sporni govor
se ne hudujem nad njo temveč nad samim seboj bil sem pameten kot majska buča no rezultat pameti sem pa napisal,0 ni sporni govor
drži jutri je pa vseh vernih duš dan neverniki in hudobe so v peklu,2 žalitev
resno misliš da iskreno verjame v te kretenizme meni se zdi da včasih še njemu gre na smeh zraven,2 žalitev
video gasilec je med avti vijugal kot med slalomskimi količki slovenskenovicesi,0 ni sporni govor
naj gre nazaj v drugo ligo za rangers igrat potem se pa čudimo zakaj nam ne gre,2 žalitev
cca 300 opranoglavcev in zastonj golaž zdej se pa pejt revolucijo,2 žalitev
čefur je čefur ne glede v katero cerkev hodi oziroma sploh ne hodi,2 žalitev
za živooke bi bil dober drinking game da pijes vsakic ko in nardita fistbump,0 ni sporni govor
izgleda da si ušel iz psihiatrične ustanove nazadnje ne odgovarjaš za svoja bolna dejanja,2 žalitev
če grmi ni hudega če pa strela udari pa ah v vlak ne bo,0 ni sporni govor
ob režimski inscenaciji se izrisujejo 3 nerežimske skupine skupina slabičev in nesposobnežev okoli rkc in njene nsi ki bo volila slabiča,2 žalitev
spijeva celo buteljko ampak ni videla da sem ji sproti točila in je bila prepričana da je spila samo en kozarec,0 ni sporni govor
ja in taki imajo največje gobce poleti ko je toplo in vroč asfalt in ko bi se on peljal 150 po avtocesti,2 žalitev
da ne boste twittali neumnosti si preberite kaj vse je vaš šef erjavec zašuštral,2 žalitev
obstaja sicer en način obnove hrustancav prenos matičnih celic vprašaj na,0 ni sporni govor
ko boste res živeli za vaš program ki je pa zdaj mrtva črka na papirju kar sem žal moram spoznati na lastni koži,2 žalitev
ste prepričani da so zgorele in da nisp danes v salonih proleterske avantgarde,2 žalitev
sedaj je pravi čas da preizkusite to zares neverjetno uspešno metodo pomagala vam bo,0 ni sporni govor
ob sedmih sem se v kafani režal kot pečen maček mene je sram vsakič ko grem s plastično vrečko domov,0 ni sporni govor
reve vedno napadajo tiste ki delajo dobro anonimni cvikači,2 žalitev
ke je pa jj racun v avstraliji butec a bo vrno 400 000 tisoc evri pokradeni,2 žalitev
spalna vreča notranja stran volna merino zunanja bombaž lahko jo uporabljamo kot odejo dimenzije 160x200cm,0 ni sporni govor
ko človek preseže 50 let se mu okvari eden bistvenih genov tako da vzljubi goveje vampe govejo muziko in janšo,2 žalitev
v bistvu je cirkus s tiri samo preusmerjanje pozornosti stran od cenzurirane ljudske stranke,2 žalitev
tudi v tretji slovenski ligi se dosegajo evrogoli video,0 ni sporni govor
mami glede na to kako si urejena imaš v torbici katastrofo komentar tamale ko je v moji torbici iskala polnilec,0 ni sporni govor
seniorske novice prvi slovenski dan možganov terme šmarješke topl,0 ni sporni govor
to pomeni da ni transgenderti si namrec v celoti spremenijo spol mediji nabijajo neumnosti,2 žalitev
koliko hrupa bo drugi tir pripeljal v lj se sprasuje toplakova tole so ze prav obupani prijemi kako mobilizirat folk,2 žalitev
ob 23h so tisti ki jih uspavata sproščujoča kopel z dodatkom sivke amp skodelica kamiličnega čaja,0 ni sporni govor
foto v prlekiji nastajajo nove polnilnice za električna vozila,0 ni sporni govor
drek je met same celo majhne babe na pikniku od tega ni nič dobrega on čaka,2 žalitev
v živo izstrelitev sonde parker proti soncu preložena na jutri dopoldne,0 ni sporni govor
ubogi kreten nihče ni ukradel volitev ne žali inteligence sodržavljanov a se nisi še nič naučil krvavoroki,2 žalitev
debeluščka na kanalizaciji bo razneslo od srečeskrajni čas je da ta partijski agitprop dobi novega lastnika,2 žalitev
kaos v dikaktorjevi državi vojska zanika vojaški udar,2 žalitev
zaradi zastrupitve skripala ruske veleposlanike kličejo na zagovor,0 ni sporni govor
ja logično on je maturiral zgolj iz menjave plenic za odrasle in pravilne anusne higiene,2 žalitev
drugič naj še koga na avion naložijo pa priletijo naj z lockheed c5 galaxy,0 ni sporni govor
slovenija nima v vladne prostore so naselili levičarske izbrance lojalne post komunističnemu režimu,2 žalitev
ja babica se res zmrduje je pa res da se zmrduje nad vsem zdaj in sproti pozablja,0 ni sporni govor
gibanje marionete sprožijo lutkarjeve roke lutkarjeve roke pa sproži ideja gibanja marionete v tem smislu je tudi lutkar marioneta,0 ni sporni govor
ja pa kaj ste pa mislili kar poješ tudi polulaš pa ne samo antibijotikov tudi hormonov in ostale svinjarije,1 nespodobni govor
butli zarukani nič mi ne morete moje besede pa so kot srednjeveški krščanski meč resnice ki razgali vsakega prevaranta,2 žalitev
se spomenike jim postavimo tako kot edvardu kardelju vnuke pa bogato nagradimo z materialnimi dobrinami in polozaji v druzbi,2 žalitev
voda a katero so pogasili požar je vsebovala penilo ki pa ni nevarno okolje,0 ni sporni govor
delam ponoč tko da če mate kšne eksplozivne viže na plano žnjimi,0 ni sporni govor
še za kvazi novinarja si slabo pismen sodba prosi nekoga da ti lepo počasi prebere sprejeli so odločbo peter ne sodbe,2 žalitev
derbi med beltinci in odranci je včeraj na tekmo privabil 750 gledalcev foto,0 ni sporni govor
kera prokleta bedaker jih nihče ne jebe same sebi talajo svetinjce,2 žalitev
zakaj če se poškoduješ nisi nezgodno zavarovan preko delodajalca,0 ni sporni govor
jaz bi zanalšč poscal vse pokrove pa naj upravičijo odstranitev pisoarjev tepci pa ti nam krojijo usodo kam gremo mi,2 žalitev
sami strokovnjaki za zunanjo politiko in politike eu kajne le čevlje sodi naj kopitar,2 žalitev
komunističnem svetu se reče komunističen prav zaradi tega ker ni demokratičen joj kako je zopet orwell imel prav,0 ni sporni govor
to je trenutno najbolj vroče krilo na modni sceni,0 ni sporni govor
bolje da še naprej tožarijo zunaj kot pa da še enkrat doma kolaborirajo,2 žalitev
intervju previdno smo izvedli ekskluziven intervju s študentom filozofije ki nam je povedal da ni kaviar komunist raje ima falafel,2 žalitev
nigrad ima pa akvarij terarij v mb zavetisce vs akvarij hotel 5 vs taborisce me prime da bi se aktivirala v dobro rib,0 ni sporni govor
če boš hotu komuniste štekatse ti bo prej ko slej zmešalo,2 žalitev
pečena cvetača s krompirjem in prekajenim mesom,0 ni sporni govor
odplake od neuvrščenih prikoritu na zeleno mečejo slabo luč,2 žalitev
kaj ga je zdej sram prpelat prej b mislu ko prijatelj noce predatavt punce,2 žalitev
zaradi takih nismo na ker nabijamo mimo gola jebenti nanule,2 žalitev
raje ne gledamtoda da se moški iz sebe norčujejo nismo ženske krive,0 ni sporni govor
sds je naredila toliko napak da bo samo sebe zjebala bo še dobila samo dosti majn,2 žalitev
ja verjamem da bi jim najbolj padalo da smo vsi državljani na telekom si,0 ni sporni govor
prezrti prezir 2razrednega državljana glavana butalci prisluhnite tudi vi,0 ni sporni govor
ja na malti ma mularija v šolah tud vsak svojo tablico groza kam smo pršl nič čudnega da je tok neumne mularije tle,2 žalitev
prednost mrzlega jutra je da se ti kava takoj ohladi ker jo itak piješ zunaj in jo lahko takoj skonzumiraš,0 ni sporni govor
pridem domov to isto malo dlakavo odbezlja v kuhinjo se usede in dvigne tacko kurc pa take varuske,1 nespodobni govor
same puhlice so jih meni tudi ni odgovorila če gre spet z mano v belo krajino,2 žalitev
nekaj freudovskega je na tem da pohabljena svinja kurba piše na mestu kjer bi moralo biti ime pošiljatelja,1 nespodobni govor
verjetno je v tem kontekstu pomembna informacija da je vojnik psihiatrična bolnišnica ne vem če vsi vedo zato pametujem p,0 ni sporni govor
brat mami sara nardi bols krompir sam ne ve kdaj je pecen in morm skos probavat,0 ni sporni govor
tu ne gre samo za poletno vročino,0 ni sporni govor
super mi pa vse resujemo s povodci se gugalnica je zrihtana s povodci,0 ni sporni govor
vojna se dobiva na fronti ne pa s pobijanjem nosečnic in izdajalskih dojenčkov kot so to počeli partizani,2 žalitev
kako preprečiti da ti prispevek iz fursa prisilno ne vzamejo,0 ni sporni govor
torej bi bilo treba obelodanit sodnike ki so delali protipravno in jim jebat mater,2 žalitev
bersani le duševno bolan človek bi si želel vladati italiji berlusconi pravi da bo komentiral ko konča seanso pri psihiatru,0 ni sporni govor
sem že hotel rečt ampak gasilec gradbinec mornar in indijanec zamujajo,0 ni sporni govor
saj bo itak vse zastonj ko bodo roboti vse naredili delo bo le opcija ce bi marx to vedel bi se takoj ustrelil,0 ni sporni govor
v tem da se ivan hvali z neplačevanjem naročnine rtv pa tega ne potrjuje torej spet laže,2 žalitev
varno je vozit obut v obutev ki ne zdrsuje zagotovo pa ne bos,0 ni sporni govor
nobenega problema ni sodnik je postal neumen šele medtem ko je sodna razprava že potekala,2 žalitev
awake intubacija ko sta budna tako zdravnik kot pacient,0 ni sporni govor
jutroooooooo še kdo tako pozitivno razpoložen kot jaz to jutro psssss kava dela čudeže hitro palce gor y,0 ni sporni govor
jaz nisem popolnoma nič zatrjeval brez argumentov idioti brez možganov ste tisti ki nekaj zatrjujete brez vsakršne osnove,2 žalitev
tovariš janez če bi bil normalen osamosvojitelj bi se udeležil državne proslave tako pa si ena navadna pička,2 žalitev
tiste ki hodijo rojevat v trbovlje ali bržice so v primerjavi z budalami ki rojevajo doma super genialke,2 žalitev
sprašujem se eno gradili bi drugi tir železnice na avtocestnem križu pa ne mine dan da ni zastojev in gradbišč,0 ni sporni govor
ni bil vsak partizan komunist tako kot ni bil vsaj vojak wm nacist,0 ni sporni govor
meni je bilo že dovolj ko sem videl kdo je v studiuzopet fopl za butasto rajo,2 žalitev
baje se vazelinnarjem in židanusd v sanjah prikazujejo fašisti večini čez dan pa komunisti vzporeden svet v vzgoji prašičev,2 žalitev
temu se lahko reče tiho lomastenje tiho zato ker pravoverni mediji molčijo,2 žalitev
ziher v angleščink nisem nikoli tako pikra kot v slovenščini,0 ni sporni govor
levaki kot psi zavohajo ko se bojiš in takrat si gotof,2 žalitev
popovič je nekje pri postojni zgubil ful enih soglasnikov gledalci prosimo da jih najditelj na hitro na rtv prinese,0 ni sporni govor
kolektor bo 40 dražji ali pa še več aneksi delajo čudeže,0 ni sporni govor
policisti so zanikali informacije da se je zgodilo tudi streljanje,0 ni sporni govor
vojna znotraj nastajajoče koalicije levica strelja proti sd via,0 ni sporni govor
demonstracije dva dni pred volitvami so provokacija to bi že morali priznati,2 žalitev
na moških sekretih nad pisoarji imajo pa tole ne vem kaj od tega je bolj debilno,2 žalitev
včasih se ti zdi da je človek pošast ker vedno znova pozabi da je pošast,2 žalitev
toplotne izolacije zelene strehe fibran nord proizvodnja izolacijskih materialov d o o novo mesto via,0 ni sporni govor
rajši pejdi enga na balkon prižgat ker drugače ti bo pokrovko scvrlo,2 žalitev
gasilci in zaposleni v regionalnih centrih za obveščanje celje in z gasilci,0 ni sporni govor
nsi je stranka čudnih zgubljenih politikov ki ne vedo kaj želijo,2 žalitev
30000 smo jij kar tako zaposlili v javni upravi da se po riti praskajo,2 žalitev
migrante so prijeli v bušincu pri dolenjskih toplicah in na vrheh nad dolžem,0 ni sporni govor
kako je sedaj izpit delati z avtomatik vozilom potem uporaba tempomata in drugih sistemov npr avt luči,0 ni sporni govor
no ja jok in stok ne pomagata janševiki boste pač še enkrat dobili po pički,2 žalitev
in potem jamrajo zakaj nimajo ljudi u bufetu pa ugasnjena še hladilnik ugasni,2 žalitev
dej gregor ne delaj pajacota iz sedaj si bil normalen,2 žalitev
nihče ne pričakuje da bi janša vodil otačbino od tega tao3 slovenijo pa slej ko prej bo,0 ni sporni govor
kar pišite jim naj začnejo delat na desetine jih je plačanih s strani davkoplačevalcev,0 ni sporni govor
koče bo butast narod prišel k pameti in na volitvah nehal podpirati komuniste bo pa drugače,2 žalitev
ne samo da smo se navadili zunaj kadit navadili smo se tudi zunaj umakniti stran od mize a vseeno uživati v dejanju,1 nespodobni govor
a spet s tem očitno jim ostaja samo pretečena municija,0 ni sporni govor
haha sej tipkovnica ni isto ce naus nobenga najdu te septembra povabim na dirkane ob pivu,0 ni sporni govor
čuj ka ti to te za na štadion rabimo delovni ludje pecikl avto je za kapitaliste na fstajo pa pecikl spljoh,0 ni sporni govor
pa ne me basat kakšna smola spet drži se ilka mi smo s tabo,0 ni sporni govor
britanci vzgojili rastlino ki je istočasno krompir in paradižnik izgovorjava bo v zda še vedno drugačna trdi ameriška stroka,0 ni sporni govor
pomagajmo pri izgradnji kocbekovega doma na korošici via,0 ni sporni govor
al komej vrata so odprte vname se strašni boj ne boj mesarsko klanje,0 ni sporni govor
a tole je orodjeza razbijanje sam vprašam,0 ni sporni govor
